ID,VALUE
0017000000NlGHPAA3,5800000000
0017000000NlGHUAA3,262000000
0017000000NlGHhAAN,150000000
0017000000NlGHwAAN,1216000000
0017000000NlGIDAA3,335000000
0017000000NlGIEAA3,100000000
0017000000NlGIFAA3,750000000
0017000000NlGIHAA3,300000000
0017000000NlGIIAA3,1250000000
0017000000NlGIKAA3,1000000000
0017000000NlGIZAA3,300000000
0017000000NlGIcAAN,500000000
0017000000NlGIeAAN,135000000
0017000000NlGIkAAN,240000000
0017000000NlGImAAN,30000000
0017000000NlGIqAAN,208000000
0017000000NlGIrAAN,500000000
0017000000NlGItAAN,200000000
0017000000NlGIzAAN,1100000000
0017000000NlGJ1AAN,250000000
0017000000NlGJ2AAN,500000000
0017000000NlGJ6AAN,305000000
0017000000NlGJ8AAN,580000000
0017000000NlGJ9AAN,654000000
0017000000NlGJiAAN,6000000
0017000000NlGNxAAN,2160000000
0017000000NlGVaAAN,606000000
0017000000NlGYWAA3,50000000
0017000000NlGYYAA3,353000000
0017000000NlGYbAAN,552000000
0017000000NlGYgAAN,700000000
0017000000NlGYhAAN,400000000
0017000000NlGYiAAN,954000000
0017000000NlGYkAAN,3800000000
0017000000NlGYlAAN,100000000
0017000000NlGYnAAN,180000000
0017000000NlGYsAAN,2610000000
0017000000NlGYoAAN,2000000000
0017000000NlGYpAAN,5000000000
0017000000NlGYrAAN,720000000
0017000000NlGYwAAN,100000000
0017000000NlGYzAAN,700000000
0017000000NlGZ4AAN,1500000000
0017000000NlGZ5AAN,230000000
0017000000NlGZ6AAN,455000000
0017000000NlGZ7AAN,1500000000
0017000000NlGZCAA3,1000000000
0017000000NlGZGAA3,375000000
0017000000NlGZJAA3,500000000
0017000000NlGZOAA3,949000000
0017000000NlGZPAA3,435000000
0017000000NlGZWAA3,2000000000
0017000000NlGZXAA3,300000000
0017000000NlGZcAAN,5300000000
0017000000NlGZlAAN,275000000
0017000000NlGZmAAN,1630000000
0017000000NlGZrAAN,110000000
0017000000NlGZwAAN,1900000000
0017000000NlGaNAAV,1070000000
0017000000NlGaRAAV,475000000
0017000000NlGaSAAV,350000000
0017000000NlGaZAAV,100000000
0017000000NlGamAAF,532000000
0017000000NlGavAAF,717000000
0017000000NlGb2AAF,20000000
0017000000NlGb5AAF,9000000000
0017000000NlGb9AAF,190000000
0017000000NlGbHAAV,875000000
0017000000NlGbLAAV,420000000
0017000000NlGbQAAV,350000000
0017000000NlGbfAAF,310000000
0017000000NlGc7AAF,20000000
0017000000NlGcRAAV,750000000
0017000000NlGcTAAV,100000000
0017000000NlGcYAAV,715000000
0017000000NlGcbAAF,1150000000
0017000000NlGcpAAF,1150000000
0017000000NlGcwAAF,130000000
0017000000NlGcyAAF,360000000
0017000000NlGd0AAF,170000000
0017000000NlGd7AAF,575000000
0017000000NlGdoAAF,789000000
0017000000NlGdAAAV,80000000
0017000000NlGdGAAV,650000000
0017000000NlGdHAAV,230000000
0017000000NlGdOAAV,1500000000
0017000000NlGdVAAV,175000000
0017000000NlGdkAAF,221000000
0017000000NlGdpAAF,53000000
0017000000NlGdqAAF,1000000000
0017000000NlGdrAAF,300000000
0017000000NlGduAAF,142000000
0017000000NlGdxAAF,191000000
0017000000NlGe0AAF,1300000000
0017000000NlGeEAAV,1480000000
0017000000NlGeLAAV,620000000
0017000000NlGeNAAV,3000000000
0017000000NlGeSAAV,40000000
0017000000NlGeYAAV,343000000
0017000000NlGeqAAF,330000000
0017000000NlGfDAAV,125000000
0017000000NlGfGAAV,477000000
0017000000NlGfPAAV,1000000000
0017000000NlGfQAAV,7300000000
0017000000NlGfSAAV,714000000
0017000000NlGfVAAV,193000000
0017000000NlGfhAAF,600000000
0017000000NlGfjAAF,400000000
0017000000NlGfpAAF,3420000000
0017000000NlGftAAF,200000000
0017000000NlGg4AAF,115000000
0017000000NlGg7AAF,50000000
0017000000NlGgAAAV,1226000000
0017000000NlGgGAAV,590000000
0017000000NlGgUAAV,160000000
0017000000NlGgcAAF,750000000
0017000000NlGgdAAF,3950000000
0017000000NlGgnAAF,380000000
0017000000NlGgoAAF,153000000
0017000000NlGgrAAF,2000000000
0017000000NlGguAAF,353000000
0017000000NlGgvAAF,1500000000
0017000000NlGgwAAF,1000000000
0017000000NlGgzAAF,425000000
0017000000NlGhBAAV,375000000
0017000000NlGhFAAV,200000000
0017000000NlGhIAAV,10900000000
0017000000NlGhMAAV,320000000
0017000000NlGhVAAV,1300000000
0017000000NlGhfAAF,390000000
0017000000NlGhgAAF,200000000
0017000000NlGi3AAF,639000000
0017000000NlGiEAAV,620000000
0017000000NlGiJAAV,2300000000
0017000000NlGiRAAV,312000000
0017000000NlGiWAAV,1050000000
0017000000NlGicAAF,3500000000
0017000000NlGidAAF,1960000000
0017000000NlGijAAF,3250000000
0017000000NlGisAAF,372000000
0017000000NlGiwAAF,4700000000
0017000000NlGj3AAF,950000000
0017000000NlGjBAAV,4100000000
0017000000NlGjLAAV,400000000
0017000000NlGjMAAV,96000000
0017000000NlGjUAAV,2500000000
0017000000NlGjdAAF,670000000
0017000000NlGjeAAF,500000000
0017000000NlGjyAAF,4130000000
0017000000NlGk1AAF,280000000
0017000000NlGkMAAV,12500000000
0017000000NlGkRAAV,1650000000
0017000000NlGkXAAV,80000000
0017000000NlGkbAAF,200000000
0017000000NlGkeAAF,60000000
0017000000NlGkkAAF,500000000
0017000000NlGkmAAF,2430000000
0017000000NlGlFAAV,510000000
0017000000NlGlMAAV,1000000000
0017000000NlGlQAAV,74000000
0017000000NlGlRAAV,280000000
0017000000NlGlqAAF,1300000000
0017000000NlGm3AAF,350000000
0017000000NlGm8AAF,3500000000
0017000000NlGmJAAV,300000000
0017000000NlGmTAAV,917000000
0017000000NlGmWAAV,4500000000
0017000000NlGmYAAV,180000000
0017000000NlGmaAAF,2100000000
0017000000NlGmdAAF,100000000
0017000000NlGmiAAF,1047000000
0017000000NlGmzAAF,3000000000
0017000000NlGn1AAF,1300000000
0017000000NlGn4AAF,750000000
0017000000NlGn5AAF,2478000000
0017000000NlGn9AAF,450000000
0017000000NlGnBAAV,132000000
0017000000NlGnDAAV,717000000
0017000000NlGnEAAV,6000000
0017000000NlGnGAAV,93000000
0017000000NlGnaAAF,450000000
0017000000NlGnhAAF,23000000
0017000000NlGniAAF,1000000000
0017000000NlGnjAAF,400000000
0017000000NlGnnAAF,814000000
0017000000NlGnuAAF,1000000000
0017000000NlGo2AAF,58000000
0017000000NlGo6AAF,1056000000
0017000000NlGoBAAV,1200000000
0017000000NlGoMAAV,700000000
0017000000NlGoPAAV,827000000
0017000000NlGoRAAV,985000000
0017000000NlGogAAF,750000000
0017000000NlGohAAF,2000000000
0017000000NlGpUAAV,905000000
0017000000NlGpVAAV,249000000
0017000000NsrmdAAB,115000000
0017000000NssstAAB,280000000
0017000000NtdP9AAJ,135000000
0017000000O76iMAAR,1825000000
0017000000O8EznAAF,70000000
0017000000O8F02AAF,793000000
0017000000O8F72AAF,250000000
0017000000O8c9rAAB,175000000
0017000000O8gEUAAZ,116000000
0017000000O8wrPAAR,2400000000
0017000000ODIUxAAP,332000000
0017000000ODOumAAH,500000000
0017000000ODSHZAA5,325000000
0017000000ODg8OAAT,765000000
0017000000ODoCYAA1,565000000
0017000000OEik6AAD,5000000000
0017000000OEiqqAAD,250000000
0017000000OFWdvAAH,1100000000
0017000000OyKk5AAF,1350000000
0017000000PO5eaAAD,1000000000
0017000000PYLTPAA5,120000000
0017000000PYgz5AAD,561000000
0017000000PYgzrAAD,280000000
0017000000Pj8YSAAZ,112000000
0017000000Pn0EnAAJ,1600000000
0017000000PpAQ6AAN,350000000
0017000000PpZNkAAN,20300000000
0017000000Q2lwzAAB,175000000
0017000000Q2mqIAAR,275000000
0017000000Q3iOmAAJ,157000000
0017000000Q40YRAAZ,200000000
0017000000Q6D3AAAV,75000000
0017000000Q6TizAAF,244000000
0017000000Q6Tm2AAF,110000000
0017000000QJpA7AAL,280000000
0017000000QOJkiAAH,225000000
0017000000QQuQMAA1,162000000
0017000000QR8pvAAD,115000000
0017000000QRWHGAA5,115000000
0017000000QfZh1AAF,353000000
0017000000Qfo96AAB,400000000
0017000000Qfqj3AAB,909000000
0017000000Qg6ZhAAJ,750000000
0017000000Qh9WIAAZ,225000000
0017000000QhIl4AAF,130000000
0017000000QhNAMAA3,4100000000
0017000000QvcGUAAZ,500000000
0017000000QvcR1AAJ,525000000
0017000000QvcRHAAZ,100000000
0017000000QvvNKAAZ,164000000
0017000000QwQqUAAV,140000000
0017000000Qy7sXAAR,100000000
0017000000Qy7uwAAB,150000000
0017000000QyRAlAAN,3000000000
0017000000QyTEqAAN,600000000
0017000000QyvKiAAJ,500000000
0017000000RG7zSAAT,200000000
0017000000RGpOqAAL,3000000000
0017000000RGw5KAAT,301000000
0017000000RGwlFAAT,265000000
0017000000RINEfAAP,198000000
0017000000S64iQAAR,66000000
0017000000S66yAAAR,350000000
0017000000S6JzVAAV,435000000
0017000000S6KB7AAN,1325000000
0017000000S6KbeAAF,1500000000
0017000000S7nUMAAZ,6000000000
0017000000STx08AAD,400000000
0017000000SwBhdAAF,75000000
0017000000SyDw2AAF,325000000
0017000000SyY4jAAF,206000000
0017000000TIZnyAAH,2700000000
0017000000TJ8kKAAT,267000000
0017000000TJ95JAAT,64000000
0017000000TK0uQAAT,1300000000
0017000000UOi92AAD,87000000
0017000000USh1UAAT,204000000
0017000000UTpQIAA1,3750000000
0017000000UUgqyAAD,136000000
0017000000V1cAgAAJ,185000000
0017000000V1qEzAAJ,240000000
0017000000V281yAAB,550000000
0017000000V28xCAAR,100000000
0017000000VMMajAAH,105000000
0017000000VMNi0AAH,310000000
0017000000VMPEvAAP,700000000
0017000000VMQZDAA5,107000000
0017000000VMZrPAAX,117000000
0017000000VNfL1AAL,59000000
0017000000VNfLvAAL,275000000
0017000000VNgDAAA1,750000000
0017000000VNi6QAAT,300000000
0017000000VSDX2AAP,100000000
0017000000VSPvLAAX,295000000
0017000000VUZE0AAP,7880000000
0017000000VfnyoAAB,325000000
0017000000WRueGAAT,300000000
0017000000WboEaAAJ,1200000000
0017000000Wd68pAAB,369000000
0017000000WdwAxAAJ,170000000
0017000000WdxGQAAZ,4500000000
0017000000WfGw0AAF,400000000
0017000000WfGwAAAV,500000000
0017000000XWkyHAAT,28000000
0017000000XzHxLAAV,202000000
0017000000YNPPGAA5,2200000000
0017000000Yfm4BAAR,1700000000
0017000000YfmUsAAJ,78000000
0017000000YfmYkAAJ,250000000
0017000000YfuHRAAZ,589000000
0017000000YhGvoAAF,3400000000
0017000000YhQftAAF,72000000
0017000000YhQggAAF,289000000
0017000000YhR3AAAV,90000000
0017000000YuIcBAAV,90000000
0017000000YuIh1AAF,250000000
0017000000Yv4JcAAJ,255000000
0017000000YvC7LAAV,500000000
0017000000YvF8bAAF,1793000000
0017000000YvorzAAB,100000000
0017000000YwWP9AAN,215000000
0017000000YwiOmAAJ,350000000
0017000000ZJx6vAAD,285000000
0017000000ZK4lFAAT,200000000
0017000000ZKDONAA5,2500000000
0017000000ZKXwAAAX,233000000
0017000000ZKxi7AAD,85000000
0017000000ZM7q5AAD,250000000
0017000000ZMAX0AAP,131000000
0017000000ZMyK1AAL,500000000
0017000000ZMzVYAA1,250000000
0017000000ZN5oQAAT,380000000
0017000000ZNELuAAP,3640000000
0017000000bDYDAAA4,700000000
0017000000bEGppAAG,450000000
0017000000bEobXAAS,147000000
0017000000bErr4AAC,161000000
0017000000bFF9EAAW,25200000000
0017000000bFNDFAA4,125000000
0017000000bFvmWAAS,818000000
0017000000bGXM6AAO,315000000
0017000000cIQwpAAG,285000000
0017000000cJLr0AAG,285000000
0017000000cK7E7AAK,160000000
0017000000cK7SKAA0,560000000
0017000000cKeGuAAK,1100000000
0017000000cKsVSAA0,390000000
0017000000cKsZVAA0,37000000
0017000000cKy2uAAC,64000000
0017000000cKyC5AAK,300000000
0017000000cLoH6AAK,1083000000
0017000000dJhJJAA0,893000000
0017000000dJhSnAAK,7476000000
0017000000dMvDGAA0,675000000
0017000000dN2QWAA0,120000000
0017000000dN5EeAAK,315000000
0017000000drCu5AAE,75000000
0017000000dw1hyAAA,100000000
0017000000dwMhKAAU,25000000
0017000000dwfNrAAI,316000000
0017000000dwvwqAAA,120000000
0017000000dxYWsAAM,250000000
0017000000dxoN2AAI,995000000
0017000000dyET1AAM,250000000
0017000000f1zj5AAA,9300000000
0017000000f3d1QAAQ,430000000
0017000000f3vDcAAI,1100000000
0017000000fRYiWAAW,230000000
0017000000fRrlXAAS,27000000
0017000000fSUr6AAG,225000000
0017000000fSZ6DAAW,1850000000
0017000000fSkpyAAC,140000000
0017000000gDek8AAC,55000000
0017000000gEgTfAAK,50000000
0017000000gEq6vAAC,40000000
0017000000gFCHiAAO,35000000
0017000000gG6BZAA0,24000000
0017000000gG6UkAAK,75000000
0017000000gGGMbAAO,200000000
0017000000gHNwyAAG,3550000000
0017000000gHTLzAAO,30000000
0017000000hLpSQAA0,3050000000
0017000000hM5w7AAC,162000000
0017000000hZMXaAAO,660000000
0017000000haDVeAAM,83000000
0017000000haxZAAAY,215000000
0017000000haxZZAAY,250000000
0017000000hazX6AAI,200000000
0017000000hb9T6AAI,150000000
0017000000hb9ZTAAY,391000000
0017000000hc4c2AAA,500000000
0017000000hcYeqAAE,71000000
0017000000hcsCiAAI,350000000
0017000000jCCM0AAO,26000000
0017000000jCMsGAAW,800000000
0017000000jD74bAAC,106000000
0017000000jEflQAAS,102000000
0017000000jEl8tAAC,40000000
0017000000jEptIAAS,227000000
0017000000jFIh2AAG,51000000
0017000000jFMcjAAG,138000000
0017000000jFcUKAA0,1810000000
0017000000jFti9AAC,132000000
0017000000js1HaAAI,75000000
0017000000jslzGAAQ,1250000000
0017000000jtZHuAAM,1078000000
0017000000jvkNSAAY,1500000000
0017000000kY3PIAA0,750000000
0017000000kZ2EQAA0,25000000
00170000011NSC7AAO,250000000
0017000000l9rvVAAQ,200000000
0017000000lA5VIAA0,206000000
0017000000lAhDDAA0,35000000
0017000000lB1tMAAS,1050000000
0017000000lBVwnAAG,32000000
0017000000lCDU1AAO,600000000
0017000000lhK2uAAE,800000000
0017000000ljCmGAAU,750000000
0017000000m9l4pAAA,195000000
0017000000m9rKDAAY,2960000000
0017000000m9ramAAA,125000000
0017000000mASl0AAG,850000000
0017000000maUUiAAM,600000000
0017000000mig5GAAQ,40000000
0017000000mjJCEAA2,230000000
0017000000mkQwnAAE,850000000
0017000000mm8o2AAA,747000000
0017000000n7mHwAAI,1700000000
0017000000nADwYAAW,40000000
0017000000nAzhkAAC,107000000
0017000000nAzmuAAC,10000000
0017000000nBSEUAA4,2370000000
0017000000nBSW5AAO,431000000
0017000000nargJAAQ,90000000
0017000000nb9C3AAI,30000000
0017000000nbM3vAAE,550000000
0017000000nbMB6AAM,260000000
0017000000nbcClAAI,75000000
0017000000nbdO3AAI,490000000
0017000000ncmvAAAQ,700000000
0017000000ncnHaAAI,69000000
0017000000nySJyAAM,100000000
0017000000nySXJAA2,115000000
0017000000oGrIvAAK,75000000
0017000000oHdoWAAS,252000000
0017000000or0E7AAI,31000000
0017000000p5ny2AAA,150000000
0017000000p7MqoAAE,7000000
0017000000p7YuPAAU,150000000
0017000000pcolWAAQ,960000000
0017000000pdQ0YAAU,111000000
0017000000peHDKAA2,75000000
0017000000pexDBAAY,740000000
0017000000pfhI8AAI,1000000000
0017000000q3wgxAAA,726000000
0017000000qJFBvAAO,910000000
0017000000qK7VzAAK,150000000
0017000000qKGzuAAG,525000000
0017000000qL5QXAA0,160000000
0017000000que9HAAQ,212000000
0017000000qvQk9AAE,39000000
0017000000qw8kOAAQ,40000000
0017000000qw8lgAAA,95000000
0017000000qx9HmAAI,844000000
0017000000rW6DxAAK,275000000
0017000000rW703AAC,86000000
0017000000rWMQpAAO,300000000
0017000000rX58uAAC,40000000
0017000000rXS7YAAW,71000000
0017000000rYoXuAAK,125000000
0017000000rYochAAC,18000000
0017000000rZ2FtAAK,50000000
0017000000rZrxJAAS,150000000
0017000000s5zDWAAY,3000000
0017000000s6VQUAA2,30000000
0017000000sbvqAAAQ,50000000
0017000000scEhTAAU,1160000000
0017000000scEhxAAE,455000000
0017000000sctXzAAI,150000000
0017000000sdWqJAAU,65000000
0017000000seat2AAA,65000000
0017000000sehY1AAI,1339000000
0017000000sesVYAAY,149000000
0017000000sf9i4AAA,2400000000
0017000000sfOm7AAE,400000000
0017000000t8oHmAAI,69000000
0017000000t8oJEAAY,200000000
0017000000t8oKNAAY,214000000
0017000000t8oKWAAY,116000000
0017000000t8oNLAAY,40000000
0017000000t8omqAAA,722000000
0017000000t8xJzAAI,1100000000
0017000000t97RaAAI,1820000000
0017000000t9NzMAAU,626000000
0017000000t9O00AAE,500000000
0017000000tBI2pAAG,150000000
0017000000tBQYaAAO,1000000000
0017000000tC6O4AAK,601000000
0017000000tCTJeAAO,45000000
0017000000tCTOKAA4,47000000
0017000000tCrSiAAK,500000000
0017000000tCrWKAA0,157000000
0017000000tc9o6AAA,140000000
0017000000tcYRWAA2,186000000
0017000000tcYTsAAM,100000000
0017000000tch6HAAQ,800000000
0017000000tch7eAAA,616000000
0017000000td3vnAAA,500000000
0017000000tdYfnAAE,761000000
0017000000tdjKIAAY,165000000
0017000000tdjfgAAA,400000000
0017000000tfKXwAAM,150000000
0017000000tfPB8AAM,60000000
0017000000tfPKVAA2,135000000
0017000000tfXCkAAM,10000000000
0017000000tfsa2AAA,150000000
0017000000u2158AAA,14000000
0017000000u2VWAAA2,10000000
0017000000u2VZoAAM,40000000
0017000000u3N0PAAU,250000000
0017000000u3Nc1AAE,300000000
0017000000u3Pl8AAE,750000000
0017000000u3iFyAAI,125000000
0017000000u3ow7AAA,2800000000
0017000000u4AOCAA2,194000000
0017000000u4PuPAAU,64000000
0017000000uha5ZAAQ,150000000
0017000000uiDeAAAU,479000000
0017000000uicnmAAA,52000000
0017000000uid5DAAQ,972000000
0017000000ujSPDAA2,194000000
0017000000ujSwZAAU,180000000
0017000000ujZi7AAE,173000000
0017000000ujZkNAAU,130000000
0017000000ukbvbAAA,60000000
0017000000uksTYAAY,70000000
0017000000ulB8AAAU,117000000
0017000000vFgKKAA0,370000000
0017000000vFo6QAAS,100000000
0017000000vFzHIAA0,140000000
0017000000vHDUsAAO,171000000
0017000000vHIiIAAW,189000000
0017000000vHgn1AAC,2700000000
0017000000vHiMqAAK,182000000
0017000000viajpAAA,100000000
0017000000vjzUwAAI,11000000
0017000000vk0GFAAY,672000000
0017000000vk0IGAAY,664000000
0017000000vkAzOAAU,80000000
0017000000vkB4JAAU,100000000
0017000000vklavAAA,25000000
0017000000vkysrAAA,250000000
0017000000vlA0uAAE,200000000
0017000000vlBQHAA2,500000000
0017000000vlNylAAE,35000000
0017000000vmENSAA2,40000000
0017000000vmERLAA2,200000000
0017000000wKMfLAAW,250000000
0017000000wKg1YAAS,125000000
0017000000wKsTwAAK,150000000
0017000000wKsVEAA0,50000000
0017000000wKzleAAC,120000000
0017000000wL30iAAC,500000000
0017000000wLAHhAAO,90000000
0017000000wLDRMAA4,300000000
0017000000wLs9PAAS,195000000
0017000000wM04tAAC,8000000000
0017000000wMVoiAAG,5000000
0017000000wNFT7AAO,350000000
0017000000wNk1mAAC,600000000
0017000000wNk5tAAC,10000000
0017000000wO7bBAAS,125000000
0017000000wnuIUAAY,133000000
0017000000wokoYAAQ,100000000
0017000000womVMAAY,42000000
0017000000wpLZ5AAM,90000000
0017000000wq2aRAAQ,100000000
0017000000wr63XAAQ,166000000
0017000000wr7KjAAI,389000000
0017000000wrIKFAA2,316000000
0017000000xKvgqAAC,300000000
0017000000xLIbWAAW,89000000
0017000000xLuldAAC,5000000
0017000000xME7DAAW,4230000000
0017000000xMhPaAAK,50000000
0017000000xMhbQAAS,200000000
0017000000xMhe5AAC,146000000
0017000000xN0FtAAK,180000000
0017000000xN0OMAA0,304000000
0017000000xNMQyAAO,128000000
0017000000xNw0mAAC,50000000
0017000000xNw29AAC,35000000
0017000000xOZegAAG,137000000
0017000000y0vCoAAI,40000000
0017000000y17UJAAY,2550000000
0017000000y1TYqAAM,100000000
0017000000y1lcxAAA,64000000
0017000000y1lvyAAA,45000000
0017000000yMH5RAAW,500000000
0017000000yMIAiAAO,50000000
0017000000yMXrmAAG,20000000
0017000000yMp8BAAS,720000000
0017000000yNwfIAAS,80000000
0017000000yODYaAAO,200000000
0017000000yOakhAAC,991000000
0017000000yObKvAAK,7000000
00170000010iyeAAAQ,7000000
0017000000yQ1hOAAS,256000000
0017000000ylsCDAAY,6000000
0017000000ym47eAAA,217000000
0017000000ymdypAAA,220000000
0017000000yn1pLAAQ,600000000
0017000000ynadSAAQ,500000000
0017000000ynbPAAAY,125000000
0017000000zepaKAAQ,420000000
0017000000zf8vlAAA,160000000
0017000000zfKXKAA2,49000000
0017000000zfh2vAAA,100000000
0017000000zg8dKAAQ,55000000
0017000000zgGFxAAM,1600000000
0017000000zh59VAAQ,11284000000
0017000000zhCcnAAE,300000000
00170000010BKwLAAW,500000000
00170000010BsoMAAS,500000000
00170000010C9xDAAS,1000000000
00170000010CrJrAAK,978000000
00170000010EQjUAAW,1500000000
00170000010DqBnAAK,500000000
00170000010DrLmAAK,1750000000
00170000010DzkxAAC,12000000
00170000010DrcPAAS,63000000
00170000010E4baAAC,100000000
00170000010ES7NAAW,740000000
00170000010EeYUAA0,10000000
00170000010EtIUAA0,62000000
00170000010F8FjAAK,50000000
00170000010iyjeAAA,51000000
00170000010jDR1AAM,32000000
00170000010jXU5AAM,350000000
00170000010jXYlAAM,75000000
00170000010jgphAAA,4000000
00170000010jgxvAAA,1200000000
00170000010kJZgAAM,3750000000
00170000010kTUPAA2,175000000
00170000010lFgSAAU,61000000
00170000011M8XpAAK,100000000
00170000011MJ4uAAG,50000000
00170000011NPpWAAW,70000000
00170000011NYrsAAG,10000000000
00170000011Nwa1AAC,50000000
00170000011OSl4AAG,50000000
00170000011OSpaAAG,250000000
00170000011u0yyAAA,125000000
00170000011u3etAAA,10000000
00170000011u4oNAAQ,50000000
00170000011vTv6AAE,175000000
00170000011vgeOAAQ,400000000
00170000012MiQ8AAK,450000000
00170000012MxuuAAC,50000000
00170000012NK1SAAW,618000000
00170000012NlB5AAK,78000000
00170000012P6DQAA0,77000000
001700000135ejhAAA,300000000
0017000001367ypAAA,2725000000
001700000137EyJAAU,-112000000
001700000137ttKAAQ,350000000
001700000138cccAAA,27000000
00170000013qEfyAAE,230000000
00170000013rFElAAM,125000000
00170000013rGb8AAE,29000000
00170000013s0HGAAY,100000000
00170000014KYsgAAG,200000000
00170000014MLn2AAG,150000000
00170000015COEbAAO,45000000
00170000015CXrlAAG,100000000
00170000015CfHpAAK,350000000
00170000015CwgzAAC,175000000
00170000015D9UbAAK,4000000
00170000015D9VAAA0,42000000
00170000015EGEOAA4,550000000
00170000015EKwrAAG,654000000
00170000016XGqOAAW,360000000
00170000016V5lLAAS,120000000
00170000016V1FcAAK,52000000
00170000016W1cPAAS,140000000
00170000016XRw9AAG,37000000
00170000016XYhbAAG,50000000
00170000018RrGHAA0,16000000
00170000018S2yjAAC,150000000
00170000018Sh6hAAC,30000000
00170000018SsDoAAK,140000000
00170000018Tu4GAAS,150000000
00170000018UxIeAAK,200000000
00170000019JcAgAAK,30000000
00170000019KOw7AAG,200000000
00170000019KdwaAAC,24000000
00170000019LlL8AAK,200000000
00170000019M2EMAA0,220000000
00170000019MAhMAAW,150000000
00170000019MRTcAAO,135000000
00170000019MUFaAAO,1400000000
00170000019Ma73AAC,600000000
00170000019Mbi1AAC,18000000
00170000019MwULAA0,13000000
0017000001A86NyAAJ,23000000
0017000001A9BrVAAV,620000000
0017000001A9CiBAAV,39000000
0017000001A9KjlAAF,75000000
0017000001AAIRrAAP,178000000
0017000001AAMXOAA5,400000000
0017000001AAPqlAAH,45000000
0017000001AckPOAAZ,0
0017000001Ad8oZAAR,171000000
0017000001AdLwgAAF,40000000
0017000001AdS6kAAF,105000000
0017000001AdiDKAAZ,195000000
0017000001AebCDAAZ,20000000
0017000001Af1RHAAZ,100000000
0017000001AfOROAA3,630000000
0017000001BQ7EdAAL,25000000
0017000001BQT0hAAH,250000000
0017000001BRd2yAAD,95000000
0017000001BSBreAAH,1388000000
0017000001BSJ6kAAH,265000000
0017000001BTX5kAAH,28000000
0017000001BTawXAAT,250000000
0017000001BTnFMAA1,182000000
0017000001CIEjVAAX,114000000
0017000001CJQvNAAX,1472000000
0017000001CJo8rAAD,20000000
0017000001CJwFXAA1,75000000
0017000001CKJi8AAH,51000000
0017000001CKZrAAAX,18000000
0017000001CLTxbAAH,23000000
0017000001D2RS7AAN,280000000
0017000001D2egOAAR,10000000
0017000001D2m64AAB,229000000
0017000001D2xrpAAB,350000000
0017000001D34eJAAR,390000000
0017000001D35dCAAR,560000000
